feature,importance
"Production Countries_['United States of America', 'Malta', 'United Kingdom']",0
"Production Countries_['United States of America', 'Malaysia', 'Singapore']",0
"Production Countries_['United States of America', 'India']",0
"Production Countries_['United States of America', 'Germany']",0
"Production Countries_['United States of America', 'France']",0
"Production Countries_['United States of America', 'France', 'Japan']",0
"Production Countries_['United States of America', 'Canada']",0
"Production Countries_['United States of America', 'Canada', 'France']",0
"Production Countries_['United States of America', 'Australia']",0
"Production Countries_['United States of America', 'United Kingdom', 'Indonesia', 'Canada', 'China', 'Singapore']",0
"Production Countries_['Hong Kong', 'United States of America']",0
"Production Countries_['Hong Kong', 'United Kingdom', 'United States of America']",0
"Production Countries_['Hong Kong', 'South Korea']",0
"Production Countries_['Hong Kong', 'Japan', 'United States of America']",0
"Production Countries_['Hong Kong', 'Iceland', 'United States of America']",0
"Production Countries_['Hong Kong', 'China']",0
"Production Countries_['Greece', 'United States of America']",0
"Production Countries_['Germany', 'United States of America']",0
"Production Countries_['Germany', 'United Kingdom', 'United States of America']",0
"Production Countries_['Norway', 'United States of America']",0
"Production Countries_['Germany', 'India', 'United Kingdom', 'United States of America']",0
"Production Countries_['Germany', 'Canada', 'United States of America']",0
"Production Countries_['Germany', 'Belgium', 'France', 'United States of America']",0
Production Countries_['France'],0
"Production Countries_['France', 'United States of America']",0
"Production Countries_['France', 'United States of America', 'Thailand']",0
"Production Countries_['France', 'United Kingdom', 'United States of America']",0
"Production Countries_['France', 'United Kingdom', 'United States of America', 'Ireland']",0
"Production Countries_['France', 'Singapore', 'Vietnam']",0
"Production Countries_['France', 'Netherlands', 'United Kingdom', 'United States of America']",0
"Production Countries_['Germany', 'South Africa']",0
"Production Countries_['New Zealand', 'United States of America']",0
"Production Countries_['Morocco', 'United States of America']",0
"Production Countries_['Mexico', 'United States of America']",0
"Production Countries_['Malta', 'Morocco', 'United States of America']",0
Production Countries_['Malaysia'],0
"Production Countries_['Luxembourg', 'United States of America']",0
Production Countries_['Japan'],0
"Production Countries_['Japan', 'United States of America']",0
"Production Countries_['Japan', 'United States of America', 'Spain', 'United Kingdom']",0
Production Countries_['Hong Kong'],0
"Production Countries_['Italy', 'United States of America']",0
"Production Countries_['Ireland', 'United States of America']",0
"Production Countries_['Indonesia', 'United Kingdom', 'United States of America']",0
"Production Countries_['Indonesia', 'Germany', 'United States of America']",0
Production Countries_['India'],0
"Production Countries_['India', 'United States of America']",0
"Production Countries_['India', 'United States of America', 'Germany']",0
"Production Countries_['India', 'United Kingdom', 'United States of America']",0
"Production Countries_['Iceland', 'United States of America', 'United Kingdom']",0
"Production Countries_['Hungary', 'United States of America']",0
"Production Countries_['Japan', 'United Kingdom', 'United States of America']",0
